-39; -72; -53; -84; -52; -26; 862
-87; -28; -67; -45; -48; -66; 660
-75; -2; -67; -5; -13; -78; 365
-93; -35; -45; -88; -77; -21; 754
-8; -74; -17; -28; -53; -80; 654
-8; -75; -25; -52; -3; -64; 423
-30; -63; -2; -42; -27; -24; 212
-18; -7; -57; -49; -87; -89; 1291
-22; -79; -83; -83; -41; -23; 1063
-33; -9; -21; -54; -95; -89; 1038
-47; -1; -31; -16; -75; -36; 648
-24; -15; -2; -79; -29; -50; 504
-23; -6; -46; -94; -74; -33; 1167
-48; -82; -86; -44; -49; -59; 923
-87; -13; -56; -60; -55; -92; 759
-48; -16; -41; -42; -32; -90; 609
-22; -92; -54; -34; -99; -93; 1197
-46; -89; -49; -22; -68; -54; 702
-83; -66; -98; -43; -60; -17; 837
-4; -70; -70; -98; -74; -33; 1382
-70; -48; -2; -32; -98; -49; 534
-57; -64; -45; -72; -12; -36; 416
-71; -31; -95; -10; -67; -60; 914
-73; -12; -27; -56; -49; -13; 411
-73; -94; -71; -81; -4; -14; 424
-43; -96; -97; -65; -3; -89; 833
-44; -64; -84; -47; -86; -11; 1122
-30; -1; -56; -11; -15; -70; 536
-77; -87; -56; -79; -39; -47; 609
-46; -39; -88; -51; -90; -51; 1289
-54; -5; -20; -66; -41; -41; 504
-2; -32; -53; -33; -56; -26; 911
-66; -99; -20; -2; -50; -27; 129
-42; -68; -88; -61; -61; -95; 1205
-75; -19; -91; -9; -10; -20; 395
-13; -29; -79; -43; -88; -94; 1441
-46; -54; -35; -96; -90; -34; 1049
-42; -30; -41; -7; -74; -67; 733
-71; -37; -8; -48; -12; -52; 50
-48; -29; -75; -84; -90; -60; 1348
-15; -12; -41; -94; -53; -4; 961
-27; -13; -91; -70; -50; -78; 1281
-10; -81; -76; -94; -70; -90; 1453
-33; -54; -89; -34; -46; -31; 930
-65; -85; -89; -37; -6; -22; 453
-74; -31; -51; -29; -85; -47; 767
-77; -100; -17; -30; -97; -35; 509
-12; -33; -54; -20; -92; -67; 1149
-90; -58; -15; -46; -97; -11; 488
-79; -76; -71; -33; -37; -74; 571
-21; -49; -76; -43; -37; -85; 985
-4; -18; -39; -38; -30; -62; 727
-24; -86; -59; -42; -22; -68; 671
-17; -72; -5; -2; -22; -16; 78
-46; -30; -98; -24; -57; -54; 1035
-22; -80; -27; -81; -86; -55; 1041
-98; -82; -8; -62; -82; -68; 448
-75; -68; -99; -3; -17; -80; 547
-65; -9; -75; -41; -26; -29; 601
-33; -2; -5; -88; -58; -87; 806
-87; -25; -26; -96; -90; -33; 808
-30; -40; -66; -2; -81; -61; 975
-71; -1; -18; -84; -28; -59; 426
-21; -11; -24; -27; -90; -83; 962
-70; -68; -9; -96; -2; -81; 211
-8; -55; -71; -42; -40; -17; 890
-28; -27; -27; -9; -72; -19; 606
-25; -87; -94; -52; -93; -87; 1485
-48; -4; -87; -32; -31; -6; 728
-46; -49; -57; -64; -88; -53; 1104
-16; -41; -29; -62; -47; -13; 691
-5; -31; -13; -45; -29; -18; 460
-94; -83; -86; -41; -90; -35; 919
-63; -64; -74; -75; -12; -26; 581
-70; -34; -28; -68; -46; -79; 570
-28; -17; -85; -100; -34; -84; 1250
-32; -70; -39; -55; -79; -77; 976
-16; -68; -73; -67; -58; -82; 1207
-60; -100; -84; -48; -56; -28; 834
-38; -38; -80; -31; -47; -7; 805
-70; -26; -60; -29; -67; -58; 751
-94; -4; -81; -61; -44; -97; 845
-40; -9; -100; -99; -32; -59; 1235
-51; -63; -88; -33; -49; -42; 863
-51; -35; -23; -39; -58; -85; 609
-47; -46; -65; -5; -32; -53; 530
-74; -83; -17; -50; -52; -82; 400
-67; -56; -37; -30; -90; -93; 810
-89; -67; -17; -59; -81; -16; 448
-77; -31; -86; -87; -38; -94; 994
-87; -20; -100; -42; -6; -96; 653
-40; -79; -43; -79; -35; -59; 707
-42; -49; -68; -92; -65; -65; 1176
-89; -81; -9; -16; -26; -10; -191
-4; -38; -83; -38; -63; -26; 1174
-99; -58; -41; -92; -42; -27; 456
-43; -68; -93; -94; -30; -45; 1050
-48; -78; -54; -98; -87; -26; 1119
-41; -36; -32; -28; -55; -12; 510
-91; -45; -41; -51; -17; -64; 244
-20; -11; -70; -47; -14; -92; 855
-10; -40; -57; -2; -9; -71; 528
-83; -23; -85; -96; -30; -77; 911
-12; -37; -37; -4; -86; -16; 818
-68; -83; -9; -87; -99; -43; 773
-86; -88; -65; -18; -32; -2; 243
-54; -82; -31; -65; -11; -37; 282
-94; -80; -1; -84; -37; -44; 146
-15; -57; -12; -94; -80; -61; 1016
-80; -33; -24; -75; -87; -53; 756
-39; -38; -67; -94; -84; -42; 1290
-72; -27; -2; -20; -1; -63; -154
-63; -92; -95; -17; -73; -67; 977
-28; -31; -29; -60; -34; -64; 644
-20; -35; -71; -10; -39; -83; 847
-49; -82; -45; -92; -94; -47; 1114
-63; -29; -98; -45; -50; -68; 1014
-44; -1; -18; -3; -8; -37; 53
-79; -45; -42; -40; -59; -52; 537
-74; -68; -94; -54; -84; -51; 1132
-32; -19; -63; -43; -57; -29; 897
-5; -50; -94; -41; -26; -12; 959
-46; -88; -12; -24; -80; -94; 616
-10; -52; -18; -63; -63; -32; 787
-38; -27; -72; -25; -29; -82; 760
-70; -77; -64; -47; -14; -95; 503
-2; -77; -63; -52; -43; -60; 989
-56; -41; -62; -78; -93; -55; 1192
-28; -68; -87; -3; -79; -95; 1162
-4; -6; -98; -55; -84; -7; 1488
-71; -47; -81; -43; -31; -14; 588
-60; -59; -29; -60; -96; -76; 914
-12; -52; -100; -35; -89; -68; 1493
-68; -90; -47; -87; -13; -89; 522
-38; -18; -7; -78; -10; -29; 287
-47; -19; -93; -84; -61; -54; 1274
-4; -90; -83; -46; -10; -74; 879
-96; -22; -9; -98; -83; -26; 592
-75; -91; -80; -2; -25; -21; 325
-35; -35; -94; -45; -82; -1; 1210
-87; -90; -76; -20; -51; -23; 496
-23; -53; -92; -89; -2; -96; 1044
-36; -14; -52; -36; -84; -34; 976
-12; -7; -58; -79; -73; -75; 1322
-89; -100; -85; -60; -69; -54; 887
-96; -38; -45; -96; -99; -31; 942
-60; -67; -37; -61; -39; -49; 513
-58; -6; -92; -78; -15; -99; 969
-87; -13; -39; -26; -92; -100; 779
-51; -31; -72; -66; -71; -8; 1001
-4; -94; -18; -66; -72; -28; 842
-60; -99; -89; -15; -45; -41; 687
-32; -52; -97; -99; -13; -61; 1082
-1; -41; -75; -69; -96; -26; 1485
-94; -58; -51; -41; -46; -49; 419
-86; -16; -66; -77; -10; -64; 528
-59; -78; -15; -97; -62; -5; 570
-10; -97; -28; -71; -85; -60; 1054
-25; -30; -22; -65; -11; -23; 388
-31; -43; -31; -53; -71; -14; 762
-86; -59; -32; -80; -5; -87; 270
-70; -24; -75; -26; -68; -56; 849
-58; -39; -32; -82; -55; -95; 804
-100; -64; -42; -50; -22; -20; 130
-96; -47; -37; -6; -93; -25; 463
-9; -4; -41; -61; -95; -55; 1263
-98; -8; -85; -51; -87; -4; 924
-68; -32; -46; -22; -72; -84; 716
-16; -94; -32; -12; -33; -90; 515
-73; -61; -70; -65; -21; -66; 609
-25; -78; -88; -75; -31; -35; 1006
-38; -89; -41; -24; -79; -21; 705
-40; -60; -14; -46; -14; -27; 180
-20; -38; -48; -25; -20; -67; 578
-89; -84; -12; -53; -77; -81; 474
-3; -8; -30; -84; -68; -30; 1065
-47; -81; -6; -59; -53; -86; 511
-36; -53; -46; -26; -14; -6; 309
-41; -60; -34; -88; -63; -64; 900
-81; -13; -23; -69; -6; -39; 145
-36; -22; -83; -35; -62; -19; 997
-33; -18; -55; -83; -57; -28; 995
-75; -16; -4; -11; -93; -17; 372
-60; -14; -28; -62; -29; -18; 375
-45; -35; -81; -35; -71; -13; 976
-51; -35; -100; -30; -77; -47; 1169
-66; -22; -36; -97; -56; -9; 704
-65; -25; -34; -1; -64; -68; 482
-4; -71; -57; -1; -31; -9; 553
-89; -94; -49; -50; -98; -68; 832
-20; -25; -7; -70; -97; -32; 953
-46; -69; -42; -71; -88; -34; 969
-25; -43; -13; -69; -84; -96; 985
-55; -71; -76; -39; -87; -20; 997
-26; -9; -27; -17; -100; -69; 962
-23; -81; -19; -75; -66; -80; 865
-58; -39; -28; -53; -77; -8; 640
-69; -38; -40; -89; -33; -4; 498
-63; -91; -85; -44; -77; -24; 958
-52; -85; -44; -10; -17; -5; 138
-65; -35; -64; -97; -100; -36; 1254
-81; -76; -56; -81; -49; -41; 666
-16; -79; -51; -96; -54; -67; 1100
-37; -35; -99; -44; -22; -24; 857
-14; -48; -27; -4; -42; -20; 427
-65; -45; -82; -82; -37; -33; 863
-19; -84; -71; -14; -67; -68; 985
-8; -72; -91; -30; -6; -1; 695
-91; -49; -53; -94; -42; -13; 569
-98; -19; -32; -81; -72; -76; 701
-95; -87; -42; -6; -93; -21; 455
-79; -68; -19; -94; -15; -59; 275
-70; -70; -22; -39; -21; -6; 55
-34; -91; -10; -26; -54; -35; 367
-98; -56; -46; -80; -83; -17; 717
-92; -93; -68; -91; -80; -96; 1045
-10; -51; -32; -3; -1; -76; 300
-28; -50; -22; -97; -17; -1; 479
-15; -24; -4; -82; -12; -4; 355
-22; -77; -59; -2; -56; -71; 774
-22; -26; -5; -8; -49; -48; 376
-75; -65; -22; -90; -58; -1; 488
-84; -9; -15; -39; -11; -18; -49
-71; -3; -73; -30; -7; -29; 386
-5; -9; -63; -93; -75; -47; 1404
-86; -97; -42; -69; -45; -64; 492
-78; -73; -23; -11; -53; -37; 193
-96; -50; -82; -37; -17; -19; 355
-68; -50; -39; -87; -79; -9; 808
-35; -64; -64; -83; -52; -85; 1081
-84; -52; -91; -37; -11; -22; 440
-23; -98; -86; -84; -45; -2; 1050
-35; -43; -35; -31; -57; -7; 570
-67; -90; -98; -95; -57; -53; 1152
-8; -13; -12; -96; -6; -20; 503
-86; -81; -11; -47; -20; -48; -4
-1; -46; -99; -41; -58; -100; 1418
-64; -53; -100; -45; -5; -19; 586
-61; -33; -100; -99; -5; -6; 811
-9; -59; -56; -58; -91; -76; 1315
-19; -65; -71; -68; -3; -65; 766
-19; -97; -19; -19; -81; -82; 754
-70; -36; -28; -85; -23; -64; 445
-56; -47; -8; -65; -76; -30; 587
-36; -87; -23; -60; -45; -32; 519
-18; -33; -94; -47; -93; -90; 1560
-66; -70; -2; -61; -49; -2; 211
-54; -68; -49; -18; -53; -97; 648
-16; -2; -82; -6; -24; -85; 860
-23; -84; -77; -26; -44; -66; 890
-77; -23; -75; -34; -32; -80; 643
-55; -56; -21; -97; -8; -87; 440
-45; -79; -52; -76; -48; -96; 898
-83; -65; -97; -52; -89; -17; 1070
-29; -75; -30; -64; -50; -63; 728
-95; -13; -17; -51; -5; -28; -68
-69; -61; -5; -62; -19; -80; 176
-9; -7; -97; -45; -21; -36; 1032
-7; -27; -95; -38; -56; -50; 1253
-100; -55; -1; -56; -15; -55; -103
-47; -54; -79; -1; -49; -40; 697
-80; -2; -81; -74; -35; -66; 844
-26; -22; -73; -22; -6; -18; 531
-56; -47; -85; -35; -24; -11; 604
-54; -24; -84; -60; -98; -49; 1324
-64; -80; -5; -6; -83; -52; 350
-44; -13; -37; -88; -79; -51; 1039
-22; -19; -67; -91; -32; -79; 1092
-72; -65; -66; -91; -3; -45; 518
-74; -53; -22; -14; -19; -61; 48
-41; -4; -56; -7; -96; -49; 987
-100; -47; -99; -96; -10; -27; 660
-84; -76; -20; -62; -54; -26; 328
-83; -35; -38; -38; -1; -80; 141
-29; -47; -9; -75; -1; -16; 216
-71; -13; -69; -10; -35; -13; 432
-96; -90; -11; -64; -62; -48; 299
-29; -70; -87; -53; -99; -1; 1307
-54; -33; -49; -53; -81; -68; 961
-67; -87; -27; -70; -25; -33; 294
-67; -70; -79; -33; -11; -91; 545
-74; -86; -20; -24; -73; -34; 365
-4; -28; -89; -42; -17; -34; 936
-6; -28; -24; -50; -85; -10; 931
-89; -81; -74; -43; -44; -6; 490
-15; -24; -36; -76; -67; -96; 1124
-19; -71; -79; -53; -89; -97; 1422
-57; -86; -86; -34; -46; -78; 851
-10; -23; -5; -66; -76; -87; 938
-14; -53; -17; -11; -20; -36; 258
-85; -51; -1; -24; -27; -10; -158
-35; -3; -29; -6; -16; -86; 339
-31; -39; -15; -7; -56; -24; 385
-88; -59; -6; -7; -73; -95; 278
-41; -50; -49; -78; -94; -84; 1232
-81; -51; -9; -69; -69; -47; 466
-1; -71; -4; -45; -4; -56; 278
-84; -34; -9; -64; -79; -42; 508
-53; -31; -68; -4; -48; -96; 730
-96; -88; -44; -17; -71; -86; 483
-88; -2; -75; -64; -66; -55; 917
-70; -20; -22; -41; -64; -79; 560
-93; -80; -11; -88; -60; -38; 386
-30; -30; -34; -20; -100; -78; 1000
-21; -13; -12; -12; -93; -30; 731
-57; -25; -38; -59; -75; -41; 805
-89; -75; -85; -76; -25; -86; 732
-29; -80; -99; -8; -21; -12; 677
-92; -10; -23; -36; -15; -21; -12
-62; -51; -13; -97; -72; -24; 676
-87; -70; -46; -13; -21; -61; 144
-94; -13; -41; -64; -20; -62; 330
-87; -24; -22; -56; -52; -35; 359
-71; -19; -52; -49; -65; -51; 749
-63; -35; -29; -10; -19; -10; 52
-4; -43; -15; -13; -42; -49; 492
-53; -37; -63; -97; -100; -86; 1405
-85; -31; -20; -21; -12; -36; -70
-98; -56; -11; -93; -94; -37; 641
-10; -23; -71; -30; -73; -45; 1151
-72; -62; -20; -14; -85; -75; 525
-45; -6; -57; -63; -58; -76; 984
-35; -76; -82; -45; -75; -99; 1232
-17; -79; -73; -69; -59; -61; 1164
-39; -47; -26; -97; -87; -74; 1091
-99; -56; -76; -46; -77; -40; 790
-29; -4; -88; -67; -58; -67; 1281
-35; -19; -70; -40; -81; -80; 1189
-77; -92; -99; -34; -71; -40; 935
-26; -27; -86; -99; -55; -9; 1250
-11; -71; -69; -56; -6; -79; 787
-77; -49; -66; -16; -30; -57; 422
-88; -97; -63; -60; -52; -76; 666
-46; -47; -22; -25; -4; -76; 163
-6; -35; -21; -40; -33; -29; 537
-27; -85; -66; -57; -49; -96; 1011
-79; -19; -74; -98; -5; -59; 655
-94; -78; -19; -49; -61; -91; 396
-82; -93; -3; -74; -9; -34; -49
-90; -10; -78; -88; -18; -87; 744
-89; -29; -12; -48; -65; -4; 271
-62; -40; -15; -51; -31; -2; 186
-9; -53; -38; -42; -58; -39; 826
-56; -95; -16; -96; -78; -94; 861
-79; -11; -60; -27; -49; -68; 607
-87; -69; -29; -39; -36; -75; 263
-75; -20; -68; -61; -38; -7; 611
-93; -2; -96; -50; -46; -67; 867
-54; -31; -63; -48; -66; -23; 846
-25; -50; -44; -97; -67; -15; 1026
-29; -44; -26; -61; -75; -14; 796
-62; -76; -54; -76; -52; -39; 744
-79; -35; -50; -65; -8; -69; 380
-32; -52; -58; -9; -3; -87; 431
-31; -51; -98; -95; -20; -50; 1106
-41; -55; -87; -18; -33; -11; 680
-77; -68; -39; -83; -44; -82; 630
-64; -65; -75; -71; -76; -16; 994
-73; -100; -42; -66; -64; -8; 563
-13; -7; -67; -20; -76; -92; 1199
-26; -14; -96; -54; -78; -31; 1358
-4; -16; -63; -92; -61; -87; 1380
-45; -81; -86; -7; -65; -35; 855
-21; -10; -76; -62; -50; -60; 1141
-98; -82; -14; -29; -20; -6; -200
-8; -45; -59; -83; -55; -9; 1069
-83; -55; -93; -12; -2; -29; 307
-70; -4; -79; -16; -93; -6; 932
-62; -27; -51; -23; -89; -46; 833
-30; -91; -64; -65; -1; -68; 616
-20; -89; -32; -35; -82; -36; 827
-58; -79; -2; -62; -22; -77; 207
-62; -45; -21; -47; -24; -65; 284
-61; -17; -86; -70; -14; -60; 784
-76; -10; -85; -93; -36; -47; 929
-54; -64; -56; -13; -26; -54; 406
-69; -69; -25; -49; -23; -28; 180
-9; -34; -87; -50; -14; -19; 872
-76; -6; -94; -33; -93; -2; 1065
-100; -21; -17; -12; -48; -10; 8
-24; -98; -65; -82; -3; -58; 708
-89; -1; -58; -30; -21; -94; 421
-25; -29; -68; -12; -24; -78; 700
-65; -49; -25; -88; -93; -25; 860
-42; -14; -15; -92; -19; -77; 542
-81; -93; -80; -44; -70; -18; 770
-95; -4; -21; -16; -33; -82; 133
-92; -87; -73; -41; -78; -54; 788
-95; -75; -71; -24; -45; -92; 548
-56; -41; -70; -77; -13; -92; 758
-6; -2; -10; -70; -26; -91; 688
-26; -19; -82; -67; -54; -20; 1117
-80; -11; -32; -19; -54; -7; 287
-48; -9; -21; -43; -38; -61; 464
-32; -64; -45; -38; -49; -53; 698
-28; -94; -32; -13; -26; -82; 394
-24; -64; -27; -33; -8; -26; 251
-13; -40; -57; -83; -80; -14; 1220
-14; -9; -48; -3; -37; -64; 662
-92; -99; -44; -57; -87; -80; 752
-54; -48; -39; -68; -31; -39; 528
-17; -8; -39; -40; -55; -61; 853
-3; -71; -56; -12; -60; -16; 812
-25; -21; -83; -58; -80; -72; 1377
-9; -7; -100; -6; -51; -87; 1209
-34; -77; -70; -92; -39; -74; 1038
-64; -12; -31; -37; -42; -13; 359
-69; -34; -52; -49; -69; -85; 840
-91; -12; -65; -79; -13; -69; 539
-79; -27; -78; -60; -78; -75; 1066
-50; -6; -75; -80; -17; -27; 768
-70; -99; -10; -96; -85; -4; 614
-78; -28; -10; -9; -30; -79; 62
-39; -15; -92; -92; -82; -89; 1560
-82; -24; -37; -88; -91; -91; 1002
-59; -57; -28; -2; -25; -50; 133
-54; -18; -18; -55; -74; -23; 628
-53; -49; -27; -13; -96; -33; 671
-100; -50; -10; -33; -39; -29; -11
-34; -42; -20; -5; -50; -20; 344
-97; -24; -49; -97; -59; -95; 831
-27; -89; -14; -78; -86; -15; 824
-80; -61; -13; -25; -45; -52; 155
-29; -14; -13; -51; -63; -79; 741
-86; -9; -99; -91; -79; -29; 1235
-6; -62; -88; -31; -74; -34; 1240
-68; -5; -95; -45; -1; -37; 587
-86; -79; -76; -10; -68; -60; 665
-23; -73; -20; -53; -73; -100; 881
-4; -6; -87; -41; -64; -79; 1359
-1; -85; -26; -63; -92; -36; 1066
-37; -97; -78; -24; -100; -5; 1076
-55; -12; -46; -33; -29; -73; 522
-54; -89; -58; -59; -65; -77; 898
-46; -58; -39; -5; -71; -49; 606
-30; -46; -48; -87; -25; -14; 697
-40; -47; -22; -9; -23; -7; 124
-47; -1; -91; -3; -43; -100; 920
-64; -52; -68; -60; -85; -80; 1105
-72; -71; -78; -14; -35; -49; 520
-37; -41; -11; -53; -73; -60; 700
-51; -83; -73; -87; -61; -87; 1128
-100; -80; -66; -42; -62; -94; 678
-31; -53; -61; -54; -72; -94; 1133
-82; -19; -93; -14; -78; -26; 882
-60; -13; -91; -13; -5; -91; 599
-47; -56; -80; -47; -34; -38; 777
-63; -38; -93; -70; -59; -44; 1085
-91; -21; -12; -94; -19; -82; 287
-60; -58; -27; -43; -97; -47; 782
-37; -55; -74; -21; -42; -73; 808
-51; -9; -67; -31; -20; -94; 663
-5; -91; -55; -30; -5; -68; 566
-17; -65; -7; -36; -1; -55; 166
-27; -10; -87; -25; -36; -42; 906
-67; -29; -72; -29; -70; -38; 828
-73; -16; -5; -14; -49; -77; 213
-44; -82; -8; -25; -73; -92; 555
-97; -72; -64; -76; -14; -10; 319
-62; -87; -33; -44; -37; -46; 367
-2; -19; -95; -21; -55; -8; 1127
-39; -36; -38; -24; -71; -7; 648
-1; -18; -83; -22; -35; -38; 973
-37; -7; -17; -8; -88; -54; 689
-84; -33; -36; -70; -68; -62; 685
-95; -13; -22; -61; -57; -38; 391
-46; -24; -64; -98; -62; -28; 1082
-98; -83; -14; -46; -69; -91; 380
-84; -44; -43; -92; -36; -41; 545
-42; -21; -60; -44; -45; -81; 848
-53; -38; -7; -63; -57; -77; 557
-77; -88; -56; -72; -64; -84; 829
-45; -7; -48; -59; -73; -89; 1035
-98; -15; -25; -8; -7; -82; -79
-79; -4; -73; -41; -63; -66; 855
-95; -83; -68; -17; -83; -75; 723
-86; -92; -88; -8; -26; -86; 486
-52; -63; -86; -31; -31; -50; 726
-81; -39; -94; -94; -67; -15; 1095
-18; -9; -62; -59; -92; -53; 1327
-45; -9; -33; -37; -8; -44; 295
-62; -38; -51; -12; -41; -57; 464
-11; -97; -69; -10; -30; -15; 617
-38; -60; -100; -59; -13; -3; 789
-21; -95; -51; -66; -53; -7; 812
-9; -73; -1; -63; -23; -26; 360
-98; -97; -48; -80; -32; -98; 495
-64; -56; -29; -72; -60; -82; 705
-89; -26; -6; -86; -44; -79; 387
-40; -63; -76; -37; -90; -1; 1055
-11; -16; -96; -94; -32; -10; 1227
-77; -27; -78; -57; -9; -75; 581
-55; -94; -1; -52; -78; -81; 560
-24; -74; -82; -85; -49; -87; 1243
-49; -65; -90; -64; -88; -9; 1216
-3; -25; -81; -22; -87; -15; 1260
-74; -40; -84; -79; -80; -40; 1140
-42; -41; -78; -96; -40; -18; 1001
-50; -59; -65; -26; -98; -29; 1000
-69; -44; -41; -47; -11; -81; 331
-52; -99; -34; -38; -66; -93; 685
-84; -49; -70; -34; -82; -42; 821
-23; -94; -41; -2; -66; -48; 650
-53; -17; -27; -41; -47; -19; 444
-69; -12; -72; -68; -2; -91; 621
-43; -60; -38; -79; -80; -37; 947
-55; -69; -13; -15; -37; -88; 248
-21; -41; -16; -3; -64; -61; 554
-22; -82; -89; -9; -7; -32; 586
-62; -12; -26; -75; -52; -60; 650
-32; -99; -27; -89; -15; -69; 535
-12; -41; -96; -86; -36; -42; 1257
-59; -87; -100; -55; -54; -50; 1022
-66; -26; -24; -14; -11; -11; -27
-46; -41; -39; -6; -43; -38; 409
-80; -15; -25; -73; -33; -68; 425
-66; -13; -50; -99; -89; -52; 1136
-77; -69; -64; -25; -96; -61; 894
-58; -89; -31; -86; -50; -40; 618
-31; -67; -94; -38; -97; -44; 1361
-65; -45; -41; -85; -91; -14; 928
-27; -7; -37; -67; -30; -50; 701
-21; -6; -54; -12; -47; -23; 696
-67; -58; -36; -7; -76; -4; 433
-20; -80; -5; -43; -13; -32; 188
-20; -11; -75; -88; -97; -87; 1625
-67; -26; -72; -87; -53; -6; 880
-32; -58; -5; -90; -84; -60; 891
-45; -45; -87; -7; -48; -56; 821
-11; -85; -27; -33; -6; -38; 305
-60; -99; -92; -38; -27; -43; 678
-98; -92; -76; -49; -64; -38; 676
-6; -60; -17; -84; -73; -47; 976
-48; -48; -65; -79; -38; -91; 937
-13; -27; -46; -12; -99; -21; 1019
-84; -5; -78; -47; -25; -30; 550
-82; -38; -99; -65; -63; -55; 1062
-92; -27; -63; -72; -59; -12; 685
-48; -88; -25; -85; -20; -92; 517
-22; -90; -36; -42; -20; -42; 450
-72; -11; -69; -26; -68; -88; 874
-27; -66; -40; -85; -40; -65; 835
-28; -84; -10; -3; -93; -69; 653
-48; -85; -39; -23; -87; -90; 835
-94; -42; -83; -9; -13; -59; 320
-1; -42; -85; -26; -8; -41; 796
-50; -34; -39; -2; -36; -12; 279
-41; -77; -27; -76; -36; -86; 641
-8; -1; -83; -39; -46; -30; 1084
-6; -24; -79; -100; -79; -80; 1618
-27; -35; -58; -89; -19; -4; 739
-93; -49; -100; -65; -64; -75; 1050
-47; -2; -35; -8; -71; -75; 693
-85; -74; -87; -62; -49; -71; 849
-88; -26; -83; -94; -2; -54; 619
-20; -89; -83; -99; -17; -34; 981
-22; -35; -61; -42; -17; -93; 761
-66; -92; -20; -53; -32; -31; 222
-61; -25; -1; -41; -51; -37; 278
